run_names,runs,mean_map50,std_map50,mean_map50_95,std_map50_95,mean_precision,mean_recall,mean_confusion_b2_b3,mean_confusion_b3_b4,mean_b4_recall,model,option,batch
"['p2s2_bs8_yolo11m_640_s1_e30p10m30', 'p2s2_bs8_yolo11m_640_s2_e30p10m30']",2,0.5320940450768166,0.001824455207570741,0.25738138179085257,0.0013931925751755059,0.4999750317876554,0.5929053199871205,,,0.3790613718411552,yolo11m.pt,bs8,8
"['p2s2_bs16_yolo11m_640_s1_e30p10m30', 'p2s2_bs16_yolo11m_640_s2_e30p10m30']",2,0.5349757729275093,0.001671470155793997,0.2577031901907091,0.002873482636599034,0.500202222279515,0.6031137446654669,,,0.3637184115523466,yolo11m.pt,bs16,16
